time;PV3;WP7;WP10;mv_rural_qload;mv_rural_pload;HS4_pload;HS4_qload;HS5_pload;HS5_qload
01.01.2016 07:15;0;0.9904;0.985229;0.006123;0.144381;0.745539;0.245047;0.448028;0.14726
01.01.2016 07:30;0;0.990504;0.984663;-0.009608;0.173232;0.758702;0.249373;0.446571;0.146781
01.01.2016 07:45;0;0.990608;0.984097;-0.004818;0.16497;0.771866;0.2537;0.445114;0.146302
01.01.2016 08:00;0;0.990712;0.98353;-0.028124;0.137382;0.785029;0.258027;0.443656;0.145823
01.01.2016 08:15;0;0.987967;0.977818;-0.005283;0.147345;0.784236;0.257766;0.451589;0.14843
01.01.2016 08:30;0;0.985221;0.972107;-0.030073;0.125831;0.783442;0.257505;0.459522;0.151038
01.01.2016 08:45;0;0.982475;0.966395;-0.033809;0.133472;0.782649;0.257244;0.467455;0.153645
01.01.2016 09:00;0;0.979729;0.960683;-0.024999;0.12967;0.781856;0.256984;0.475388;0.156252
01.01.2016 09:15;0;0.98251;0.950756;-0.000185;0.168527;0.781664;0.25692;0.483553;0.158936
01.01.2016 09:30;0;0.985292;0.94083;0.031309;0.213034;0.781472;0.256857;0.491719;0.16162
01.01.2016 09:45;0;0.988073;0.930904;0.037014;0.209646;0.781279;0.256794;0.499885;0.164304
01.01.2016 10:00;0;0.990855;0.920977;0.046347;0.216422;0.781087;0.256731;0.508051;0.166988
01.01.2016 10:15;0;0.988874;0.91579;0.026994;0.225113;0.778116;0.255755;0.516817;0.169869
01.01.2016 10:30;0;0.986894;0.910603;0.023958;0.21742;0.775145;0.254778;0.525582;0.172751
01.01.2016 10:45;0;0.984914;0.905416;0.03033;0.226968;0.772175;0.253802;0.534348;0.175632
01.01.2016 11:00;0;0.982933;0.900229;0.040858;0.230878;0.769204;0.252825;0.543113;0.178513
01.01.2016 11:15;0;0.960135;0.88298;-0.004903;0.200937;0.717894;0.23596;0.54909;0.180477
01.01.2016 11:30;0;0.937336;0.865731;-0.056911;0.184094;0.666585;0.219096;0.555066;0.182441
01.01.2016 11:45;0;0.914537;0.848482;-0.027951;0.17871;0.615275;0.202231;0.561043;0.184406
01.01.2016 12:00;0;0.891739;0.831233;-0.028751;0.180442;0.563966;0.185367;0.567019;0.18637
01.01.2016 12:15;0;0.883453;0.813168;-0.015221;0.185396;0.51359;0.168809;0.566798;0.186298
01.01.2016 12:30;0;0.875167;0.795102;-0.048841;0.231451;0.463215;0.152251;0.566577;0.186225
01.01.2016 12:45;0;0.866882;0.777037;-0.018138;0.241951;0.412839;0.135694;0.566356;0.186152
01.01.2016 13:00;0;0.858596;0.758972;0.058065;0.259815;0.362464;0.119136;0.566136;0.18608
01.01.2016 13:15;0;0.837825;0.734137;0.082702;0.251652;0.357888;0.117632;0.563412;0.185185
01.01.2016 13:30;0;0.817054;0.709303;0.023379;0.2876;0.353311;0.116128;0.560689;0.184289
01.01.2016 13:45;0;0.796283;0.684469;0.071853;0.265151;0.348735;0.114624;0.557965;0.183394
01.01.2016 14:00;0;0.775513;0.659634;-0.004989;0.241094;0.344159;0.11312;0.555242;0.182499
01.01.2016 14:15;0;0.761001;0.65001;0.049263;0.253575;0.342911;0.112709;0.555117;0.182458
01.01.2016 14:30;0;0.746489;0.640387;-0.01033;0.22436;0.341663;0.112299;0.554991;0.182417
01.01.2016 14:45;0;0.731978;0.630763;0.010297;0.196269;0.340416;0.111889;0.554866;0.182376
01.01.2016 15:00;0;0.717466;0.621139;-0.052594;0.18348;0.339168;0.111479;0.554741;0.182334
01.01.2016 15:15;0;0.703253;0.599671;-0.062186;0.177356;0.346633;0.113933;0.562226;0.184795
01.01.2016 15:30;0;0.68904;0.578203;-0.05222;0.177829;0.354099;0.116387;0.569712;0.187255
01.01.2016 15:45;0;0.674826;0.556735;-0.049473;0.193549;0.361564;0.11884;0.577198;0.189716
01.01.2016 16:00;0;0.660613;0.535267;-0.056716;0.19933;0.36903;0.121294;0.584684;0.192176
01.01.2016 16:15;0;0.63955;0.52434;-0.048237;0.186223;0.387105;0.127235;0.597672;0.196445
01.01.2016 16:30;0;0.618486;0.513414;-0.018003;0.217106;0.405181;0.133177;0.610661;0.200715
01.01.2016 16:45;0;0.597423;0.502488;-0.044908;0.229282;0.423257;0.139118;0.62365;0.204984
01.01.2016 17:00;0;0.57636;0.491561;-0.063863;0.199728;0.441333;0.145059;0.636638;0.209253
01.01.2016 17:15;0;0.576681;0.4638;-0.014973;0.220824;0.452432;0.148707;0.636368;0.209164
01.01.2016 17:30;0;0.577001;0.436039;-0.066437;0.245576;0.463532;0.152355;0.636099;0.209075
01.01.2016 17:45;0;0.577322;0.408279;0.02804;0.277873;0.474631;0.156004;0.635829;0.208987
01.01.2016 18:00;0;0.577643;0.380518;-0.024578;0.263873;0.48573;0.159652;0.635559;0.208898
01.01.2016 18:15;0;0.569047;0.393855;-0.021374;0.254228;0.479435;0.157583;0.63348;0.208215
01.01.2016 18:30;0;0.560451;0.407192;-0.052398;0.199997;0.473141;0.155514;0.631401;0.207532
01.01.2016 18:45;0;0.551855;0.42053;-0.028673;0.230421;0.466846;0.153445;0.629323;0.206848
01.01.2016 19:00;0;0.543259;0.433867;0.016554;0.282902;0.460552;0.151376;0.627244;0.206165
01.01.2016 19:15;0;0.539072;0.417851;0.020692;0.268662;0.442867;0.145563;0.623195;0.204834
01.01.2016 19:30;0;0.534884;0.401836;0.023807;0.259133;0.425182;0.13975;0.619147;0.203504
01.01.2016 19:45;0;0.530696;0.38582;0.029045;0.274371;0.407497;0.133938;0.615099;0.202173
01.01.2016 20:00;0;0.526508;0.369804;0.042562;0.258142;0.389812;0.128125;0.61105;0.200843
01.01.2016 20:15;0;0.492577;0.360431;0.035781;0.247846;0.382448;0.125705;0.607766;0.199763
01.01.2016 20:30;0;0.458646;0.351059;0.009437;0.241216;0.375084;0.123284;0.604482;0.198683
01.01.2016 20:45;0;0.424715;0.341686;0.000156;0.247065;0.36772;0.120864;0.601197;0.197604
01.01.2016 21:00;0;0.390784;0.332313;-0.041704;0.193067;0.360356;0.118443;0.597913;0.196524
01.01.2016 21:15;0;0.375005;0.321328;-0.039858;0.176325;0.355935;0.11699;0.598178;0.196612
01.01.2016 21:30;0;0.359226;0.310342;-0.010292;0.204172;0.351514;0.115537;0.598444;0.196699
01.01.2016 21:45;0;0.343447;0.299356;-0.049397;0.182658;0.347093;0.114084;0.59871;0.196786
01.01.2016 22:00;0;0.327668;0.28837;-0.031644;0.153765;0.342672;0.112631;0.598976;0.196874
01.01.2016 22:15;0;0.332484;0.286135;-0.05338;0.171305;0.433301;0.142419;0.592822;0.194851
01.01.2016 22:30;0;0.3373;0.2839;-0.046068;0.181673;0.523931;0.172208;0.586669;0.192829
01.01.2016 22:45;0;0.342116;0.281664;-0.034068;0.185021;0.61456;0.201996;0.580515;0.190806
01.01.2016 23:00;0;0.346932;0.279429;-0.021485;0.191992;0.705189;0.231785;0.574361;0.188783
01.01.2016 23:15;0;0.35094;0.284826;-0.03255;0.180952;0.729841;0.239887;0.566165;0.186089
01.01.2016 23:30;0;0.354947;0.290223;-0.024203;0.17154;0.754492;0.247989;0.557969;0.183396
01.01.2016 23:45;0;0.358955;0.295619;-0.040247;0.141675;0.779143;0.256092;0.549773;0.180702
02.01.2016 00:00;0;0.362962;0.301016;-0.084764;0.119167;0.737335;0.24235;0.586952;0.192922
02.01.2016 00:15;0;0.367662;0.294044;-0.086385;0.120423;0.738613;0.24277;0.579649;0.190521
02.01.2016 00:30;0;0.372363;0.287072;-0.09931;0.114332;0.739891;0.24319;0.572346;0.188121
02.01.2016 00:45;0;0.377063;0.2801;-0.112748;0.098595;0.741169;0.24361;0.565042;0.18572
02.01.2016 01:00;0;0.381763;0.273128;-0.096996;0.091905;0.742447;0.24403;0.557739;0.18332
02.01.2016 01:15;0;0.385197;0.277656;-0.10172;0.095168;0.740572;0.243414;0.553393;0.181892
02.01.2016 01:30;0;0.388632;0.282183;-0.09398;0.100005;0.738696;0.242798;0.549048;0.180463
02.01.2016 01:45;0;0.392067;0.286711;-0.090916;0.089992;0.736821;0.242181;0.544703;0.179035
02.01.2016 02:00;0;0.395501;0.291238;-0.077628;0.085796;0.734945;0.241565;0.540358;0.177607
02.01.2016 02:15;0;0.387423;0.292613;-0.063014;0.109897;0.733975;0.241246;0.539312;0.177263
02.01.2016 02:30;0;0.379345;0.293987;-0.064073;0.12779;0.733004;0.240927;0.538266;0.17692
02.01.2016 02:45;0;0.371267;0.295361;-0.055476;0.128336;0.732033;0.240608;0.537221;0.176576
02.01.2016 03:00;0;0.363189;0.296735;-0.053001;0.126559;0.731062;0.240288;0.536175;0.176232
02.01.2016 03:15;0;0.336972;0.300682;-0.076797;0.103765;0.73148;0.240426;0.537504;0.176669
02.01.2016 03:30;0;0.310754;0.304628;-0.103762;0.082746;0.731898;0.240563;0.538832;0.177106
02.01.2016 03:45;0;0.284537;0.308574;-0.116559;0.079306;0.732316;0.240701;0.540161;0.177542
02.01.2016 04:00;0;0.25832;0.31252;-0.120551;0.073256;0.732734;0.240838;0.541489;0.177979
02.01.2016 04:15;0;0.259343;0.304594;-0.115735;0.073507;0.734991;0.24158;0.542372;0.178269
02.01.2016 04:30;0;0.260366;0.296668;-0.115887;0.072705;0.737249;0.242322;0.543254;0.178559
02.01.2016 04:45;0;0.26139;0.288742;-0.112397;0.077433;0.739507;0.243064;0.544136;0.178849
02.01.2016 05:00;0;0.262413;0.280817;-0.099233;0.091388;0.741764;0.243806;0.545019;0.179139
02.01.2016 05:15;0;0.27811;0.290727;-0.093766;0.093231;0.749732;0.246425;0.5474;0.179922
02.01.2016 05:30;0;0.293807;0.300638;-0.088221;0.097226;0.7577;0.249044;0.549781;0.180704
02.01.2016 05:45;0;0.309504;0.310549;-0.072626;0.109695;0.765667;0.251663;0.552162;0.181487
02.01.2016 06:00;0;0.325201;0.32046;-0.051531;0.11875;0.773635;0.254282;0.554543;0.18227
02.01.2016 06:15;0;0.317886;0.317322;-0.046768;0.134814;0.781734;0.256944;0.566273;0.186125
02.01.2016 06:30;0;0.310571;0.314185;-0.047489;0.137864;0.789834;0.259606;0.578002;0.18998
02.01.2016 06:45;0;0.303256;0.311047;-0.073045;0.128963;0.797933;0.262268;0.589732;0.193835
02.01.2016 07:00;0;0.295941;0.307909;-0.0864;0.114994;0.806032;0.26493;0.601461;0.197691
02.01.2016 07:15;0;0.288026;0.302744;-0.067847;0.136244;0.773579;0.254263;0.613805;0.201748
02.01.2016 07:30;0;0.280112;0.297579;-0.055219;0.165497;0.741127;0.243597;0.626149;0.205805
02.01.2016 07:45;0;0.272198;0.292414;-0.063501;0.156653;0.708674;0.23293;0.638493;0.209863
02.01.2016 08:00;0;0.264283;0.287248;-0.051465;0.147458;0.676221;0.222263;0.650837;0.21392
02.01.2016 08:15;0;0.271238;0.285449;-0.066302;0.169921;0.631501;0.207564;0.662693;0.217817
02.01.2016 08:30;0;0.278193;0.28365;-0.074999;0.160193;0.586781;0.192866;0.67455;0.221714
02.01.2016 08:45;0;0.285148;0.28185;-0.079323;0.145418;0.542061;0.178167;0.686406;0.225611
02.01.2016 09:00;0;0.292103;0.280051;-0.070714;0.144052;0.497341;0.163468;0.698263;0.229508
02.01.2016 09:15;0;0.297951;0.280936;-0.031044;0.189492;0.486725;0.159979;0.707545;0.232559
02.01.2016 09:30;0;0.303799;0.281821;0.014842;0.233774;0.476109;0.156489;0.716828;0.23561
02.01.2016 09:45;0;0.309647;0.282706;0.017168;0.246599;0.465492;0.153;0.72611;0.238661
02.01.2016 10:00;0;0.315495;0.28359;0.015848;0.249671;0.454876;0.149511;0.735393;0.241712
02.01.2016 10:15;0;0.303836;0.282982;0.01849;0.275431;0.456898;0.150175;0.739938;0.243206
02.01.2016 10:30;0;0.292177;0.282373;0.015656;0.290338;0.458921;0.15084;0.744483;0.2447
02.01.2016 10:45;0;0.280519;0.281764;0.019709;0.26303;0.460943;0.151505;0.749028;0.246194
02.01.2016 11:00;0;0.26886;0.281155;0.027035;0.261993;0.462965;0.152169;0.753573;0.247687
02.01.2016 11:15;0.0151786;0.2588;0.265364;-0.024641;0.200846;0.455699;0.149781;0.752621;0.247375
02.01.2016 11:30;0.0303571;0.24874;0.249574;-0.066013;0.190458;0.448433;0.147393;0.751669;0.247062
02.01.2016 11:45;0.0455357;0.238681;0.233783;-0.047117;0.179735;0.441167;0.145004;0.750717;0.246749
02.01.2016 12:00;0.0607143;0.228621;0.217992;-0.063709;0.168792;0.4339;0.142616;0.749766;0.246436
02.01.2016 12:15;0.0455357;0.217453;0.211276;-0.077262;0.186831;0.427547;0.140528;0.742627;0.24409
02.01.2016 12:30;0.0303571;0.206286;0.20456;-0.075007;0.175196;0.421193;0.138439;0.735488;0.241743
02.01.2016 12:45;0.0151786;0.195119;0.197845;-0.048983;0.199529;0.414839;0.136351;0.728349;0.239397
02.01.2016 13:00;0;0.183951;0.191129;-0.016994;0.239739;0.408485;0.134263;0.72121;0.23705
02.01.2016 13:15;0;0.167281;0.171772;-0.022781;0.246477;0.402914;0.132431;0.713228;0.234427
02.01.2016 13:30;0;0.150612;0.152416;-0.003306;0.278989;0.397342;0.1306;0.705245;0.231803
02.01.2016 13:45;0;0.133942;0.133059;0.041922;0.276874;0.391771;0.128769;0.697262;0.229179
02.01.2016 14:00;0;0.117272;0.113702;-0.04207;0.242386;0.386199;0.126938;0.689279;0.226555
02.01.2016 14:15;0;0.101222;0.105849;-0.053535;0.190879;0.385042;0.126557;0.686932;0.225784
02.01.2016 14:30;0;0.0851724;0.0979966;-0.068994;0.145472;0.383885;0.126177;0.684586;0.225012
02.01.2016 14:45;0;0.0691227;0.0901437;-0.08844;0.159904;0.382728;0.125797;0.682239;0.224241
02.01.2016 15:00;0;0.0530729;0.0822909;-0.067168;0.171379;0.381571;0.125416;0.679892;0.22347
02.01.2016 15:15;0;0.0493154;0.0797897;-0.033749;0.200844;0.38819;0.127592;0.683647;0.224704
02.01.2016 15:30;0;0.0455579;0.0772885;-0.023105;0.221758;0.394808;0.129767;0.687401;0.225938
02.01.2016 15:45;0;0.0418004;0.0747873;-0.001333;0.22977;0.401427;0.131943;0.691156;0.227172
02.01.2016 16:00;0;0.0380429;0.0722861;-0.007096;0.244858;0.408046;0.134118;0.69491;0.228406
02.01.2016 16:15;0;0.0469147;0.0763046;0.006119;0.231894;0.424662;0.13958;0.701231;0.230483
02.01.2016 16:30;0;0.0557866;0.080323;0.016144;0.224427;0.441277;0.145041;0.707551;0.232561
02.01.2016 16:45;0;0.0646584;0.0843415;-0.042252;0.202183;0.457893;0.150502;0.713872;0.234638
02.01.2016 17:00;0;0.0735302;0.08836;-0.044084;0.213899;0.474509;0.155963;0.720193;0.236716
02.01.2016 17:15;0;0.0714803;0.0878477;-0.064832;0.218325;0.484678;0.159306;0.718187;0.236057
02.01.2016 17:30;0;0.0694304;0.0873355;-0.064938;0.186021;0.494848;0.162649;0.716181;0.235397
02.01.2016 17:45;0;0.0673805;0.0868233;-0.069525;0.196473;0.505018;0.165991;0.714175;0.234738
02.01.2016 18:00;0;0.0653306;0.0863111;-0.027227;0.191967;0.515188;0.169334;0.71217;0.234079
02.01.2016 18:15;0;0.07659;0.0780869;-0.043089;0.219731;0.508353;0.167088;0.707616;0.232582
02.01.2016 18:30;0;0.0878494;0.0698628;-0.05426;0.183692;0.501519;0.164841;0.703062;0.231085
02.01.2016 18:45;0;0.0991087;0.0616387;-0.007035;0.248037;0.494684;0.162595;0.698509;0.229589
02.01.2016 19:00;0;0.110368;0.0534145;0.048386;0.289645;0.48785;0.160349;0.693955;0.228092
02.01.2016 19:15;0;0.104115;0.0597149;0.049206;0.294669;0.467367;0.153616;0.686775;0.225732
02.01.2016 19:30;0;0.0978617;0.0660152;0.06169;0.287246;0.446883;0.146883;0.679594;0.223372
02.01.2016 19:45;0;0.0916085;0.0723156;0.096739;0.298299;0.4264;0.140151;0.672413;0.221012
02.01.2016 20:00;0;0.0853552;0.0786159;0.059488;0.285102;0.405916;0.133418;0.665233;0.218652
02.01.2016 20:15;0;0.0789484;0.070551;0.086914;0.267381;0.397634;0.130696;0.658693;0.216502
02.01.2016 20:30;0;0.0725415;0.062486;0.048362;0.240542;0.389351;0.127974;0.652153;0.214352
02.01.2016 20:45;0;0.0661346;0.0544211;0.02284;0.224862;0.381069;0.125251;0.645614;0.212203
02.01.2016 21:00;0;0.0597277;0.0463561;-0.023164;0.23328;0.372786;0.122529;0.639074;0.210053
02.01.2016 21:15;0;0.0528347;0.0430188;-0.04039;0.198245;0.365613;0.120171;0.636719;0.209279
02.01.2016 21:30;0;0.0459417;0.0396815;-0.069035;0.164768;0.35844;0.117814;0.634363;0.208505
02.01.2016 21:45;0;0.0390487;0.0363443;-0.072793;0.151379;0.351267;0.115456;0.632008;0.207731
02.01.2016 22:00;0;0.0321558;0.033007;-0.068421;0.163233;0.344093;0.113098;0.629653;0.206957
02.01.2016 22:15;0;0.0317269;0.0387173;-0.04818;0.154454;0.336005;0.110439;0.621736;0.204355
02.01.2016 22:30;0;0.031298;0.0444277;-0.050256;0.164606;0.327916;0.107781;0.613819;0.201753
02.01.2016 22:45;0;0.0308692;0.0501381;-0.034203;0.184308;0.319828;0.105122;0.605903;0.199151
02.01.2016 23:00;0;0.0304403;0.0558485;-0.014364;0.200283;0.311739;0.102464;0.597986;0.196549
02.01.2016 23:15;0;0.0341603;0.0560062;-0.020336;0.172146;0.305563;0.100434;0.588489;0.193427
02.01.2016 23:30;0;0.0378802;0.056164;-0.04936;0.156158;0.299387;0.098404;0.578992;0.190306
02.01.2016 23:45;0;0.0416002;0.0563217;-0.061585;0.134896;0.293212;0.096374;0.569496;0.187184
03.01.2016 00:00;0;0.0453202;0.0564795;-0.076537;0.124823;0.287036;0.094344;0.559999;0.184063
03.01.2016 00:15;0;0.0437571;0.0617805;-0.045638;0.145594;0.357464;0.117493;0.553378;0.181887
03.01.2016 00:30;0;0.0421939;0.0670815;-0.01368;0.174599;0.427893;0.140642;0.546757;0.17971
03.01.2016 00:45;0;0.0406307;0.0723824;-0.03301;0.165898;0.498321;0.16379;0.540136;0.177534
03.01.2016 01:00;0;0.0390676;0.0776834;-0.031432;0.163583;0.56875;0.186939;0.533515;0.175358
03.01.2016 01:15;0;0.038346;0.0719262;-0.044308;0.140993;0.623152;0.20482;0.529346;0.173988
03.01.2016 01:30;0;0.0376244;0.0661691;-0.069757;0.119253;0.677554;0.222701;0.525176;0.172617
03.01.2016 01:45;0;0.0369029;0.0604119;-0.077411;0.110163;0.731956;0.240582;0.521007;0.171247
03.01.2016 02:00;0;0.0361813;0.0546548;-0.092941;0.099511;0.786359;0.258464;0.516837;0.169876
03.01.2016 02:15;0;0.0368087;0.0521085;-0.092433;0.10444;0.785272;0.258106;0.514825;0.169215
03.01.2016 02:30;0;0.0374361;0.0495622;-0.082684;0.109094;0.784185;0.257749;0.512813;0.168553
03.01.2016 02:45;0;0.0380635;0.0470159;-0.076252;0.107225;0.783098;0.257392;0.510801;0.167892
03.01.2016 03:00;0;0.0386909;0.0444696;-0.094257;0.099935;0.782011;0.257035;0.508789;0.167231
03.01.2016 03:15;0;0.0384236;0.0450676;-0.096507;0.095385;0.782465;0.257184;0.509197;0.167365
03.01.2016 03:30;0;0.0381563;0.0456656;-0.103905;0.09094;0.782918;0.257333;0.509604;0.167499
03.01.2016 03:45;0;0.037889;0.0462635;-0.103092;0.092185;0.783372;0.257482;0.510012;0.167633
03.01.2016 04:00;0;0.0376217;0.0468615;-0.094337;0.097215;0.783825;0.257631;0.51042;0.167767
03.01.2016 04:15;0;0.0392512;0.042028;-0.094064;0.094547;0.786556;0.258528;0.50944;0.167445
03.01.2016 04:30;0;0.0408807;0.0371944;-0.108095;0.087386;0.789287;0.259426;0.508461;0.167123
03.01.2016 04:45;0;0.0425102;0.0323609;-0.089989;0.093752;0.792018;0.260324;0.507481;0.166801
03.01.2016 05:00;0;0.0441397;0.0275273;-0.097434;0.10139;0.794748;0.261221;0.506501;0.166479
03.01.2016 05:15;0;0.0449173;0.0313416;-0.101823;0.087573;0.802304;0.263704;0.503037;0.16534
03.01.2016 05:30;0;0.045695;0.0351559;-0.104137;0.078756;0.809859;0.266188;0.499574;0.164202
03.01.2016 05:45;0;0.0464726;0.0389701;-0.079348;0.117997;0.817414;0.268671;0.49611;0.163063
03.01.2016 06:00;0;0.0472503;0.0427844;-0.048006;0.147826;0.824969;0.271154;0.492646;0.161925
03.01.2016 06:15;0;0.0486563;0.0423854;-0.052043;0.16076;0.840425;0.276234;0.493256;0.162125
03.01.2016 06:30;0;0.0500624;0.0419864;-0.044998;0.180972;0.855881;0.281314;0.493866;0.162326
03.01.2016 06:45;0;0.0514684;0.0415875;-0.068519;0.153848;0.871337;0.286395;0.494476;0.162526
03.01.2016 07:00;0;0.0528745;0.0411885;-0.081637;0.133993;0.886793;0.291475;0.495086;0.162727
03.01.2016 07:15;0;0.0634391;0.0466345;-0.081649;0.133363;0.899375;0.29561;0.498341;0.163797
03.01.2016 07:30;0;0.0740036;0.0520805;-0.071098;0.146912;0.911958;0.299746;0.501595;0.164866
03.01.2016 07:45;0;0.0845682;0.0575265;-0.075986;0.151663;0.92454;0.303882;0.50485;0.165936
03.01.2016 08:00;0;0.0951328;0.0629725;-0.088737;0.127995;0.937123;0.308017;0.508105;0.167006
03.01.2016 08:15;0.0296503;0.100019;0.0654183;-0.084322;0.133087;0.935879;0.307608;0.51871;0.170492
03.01.2016 08:30;0.0593006;0.104904;0.0678641;-0.089072;0.132391;0.934635;0.3072;0.529316;0.173978
03.01.2016 08:45;0.0889509;0.10979;0.0703099;-0.094054;0.136157;0.933391;0.306791;0.539922;0.177464
03.01.2016 09:00;0.118601;0.114676;0.0727557;-0.089951;0.142417;0.932147;0.306382;0.550528;0.18095
03.01.2016 09:15;0.114467;0.118745;0.0756975;-0.035294;0.183832;0.912838;0.300035;0.559461;0.183886
03.01.2016 09:30;0.110333;0.122813;0.0786393;0.006351;0.24696;0.893528;0.293689;0.568394;0.186822
03.01.2016 09:45;0.106198;0.126882;0.0815812;0.017387;0.276018;0.874218;0.287342;0.577327;0.189758
03.01.2016 10:00;0.102064;0.130951;0.084523;0.020085;0.271898;0.854909;0.280995;0.586259;0.192694
03.01.2016 10:15;0.097786;0.143229;0.0890514;0.010681;0.290339;0.752015;0.247175;0.595543;0.195746
03.01.2016 10:30;0.0935078;0.155506;0.0935797;0.012442;0.288878;0.649121;0.213356;0.604827;0.198797
03.01.2016 10:45;0.0892296;0.167784;0.0981081;0.017993;0.284923;0.546227;0.179536;0.614111;0.201848
03.01.2016 11:00;0.0849513;0.180062;0.102636;0.007385;0.25746;0.443333;0.145716;0.623395;0.2049
03.01.2016 11:15;0.0637135;0.185878;0.123987;-0.045788;0.204958;0.434548;0.142829;0.626697;0.205985
03.01.2016 11:30;0.0424757;0.191694;0.145338;-0.091803;0.173426;0.425763;0.139942;0.629999;0.207071
03.01.2016 11:45;0.0212378;0.197509;0.166689;-0.086234;0.172699;0.416978;0.137054;0.6333;0.208156
03.01.2016 12:00;0;0.203325;0.18804;-0.085493;0.163681;0.408194;0.134167;0.636602;0.209241
03.01.2016 12:15;0;0.203395;0.185387;-0.089026;0.146998;0.40226;0.132216;0.633758;0.208306
03.01.2016 12:30;0;0.203464;0.182734;-0.083995;0.155524;0.396326;0.130266;0.630913;0.207371
03.01.2016 12:45;0;0.203533;0.180081;-0.021576;0.199416;0.390392;0.128316;0.628069;0.206436
03.01.2016 13:00;0;0.203602;0.177428;0.028269;0.261558;0.384458;0.126365;0.625224;0.205501
03.01.2016 13:15;0;0.216179;0.16584;0.025005;0.274459;0.379147;0.124619;0.62075;0.204031
03.01.2016 13:30;0;0.228755;0.154252;0.029732;0.265822;0.373835;0.122874;0.616276;0.20256
03.01.2016 13:45;0;0.241332;0.142664;-0.005944;0.244553;0.368524;0.121128;0.611802;0.20109
03.01.2016 14:00;0;0.253908;0.131075;0.048335;0.239452;0.363213;0.119382;0.607328;0.199619
03.01.2016 14:15;0;0.255188;0.13777;-0.044783;0.197483;0.361516;0.118825;0.606026;0.199191
03.01.2016 14:30;0;0.256468;0.144465;-0.043538;0.210753;0.35982;0.118267;0.604724;0.198763
03.01.2016 14:45;0;0.257747;0.15116;0.027784;0.253886;0.358124;0.11771;0.603422;0.198335
03.01.2016 15:00;0;0.259027;0.157855;-0.071167;0.201958;0.356428;0.117152;0.60212;0.197907
